b:tnow in s;m:u in p.u.
181.42;0.997017
181.44;0.997005
181.46;0.997027
181.48;0.997058
181.5;0.996994
181.52;0.996872
181.54;0.996819
181.56;0.996831
181.58;0.996801
181.6;0.996690
181.62;0.996611
181.64;0.996652
181.66;0.996742
181.68;0.996837
181.7;0.996945
181.72;0.997054
181.74;0.997128
181.76;0.997158
181.78;0.997135
181.8;0.997070
181.82;0.997006
181.84;0.996943
181.86;0.996880
181.88;0.996844
181.9;0.996855
181.92;0.996853
181.94;0.996827
181.96;0.996897
181.98;0.997029
182;0.997074
182.02;0.997033
182.04;0.997014
182.06;0.997035
182.08;0.997015
182.1;0.996938
182.12;0.996869
182.14;0.996887
182.16;0.996929
182.18;0.996910
182.2;0.996881
182.22;0.996858
182.24;0.996845
182.26;0.996927
182.28;0.997072
182.3;0.997123
182.32;0.997097
182.34;0.997117
182.36;0.997164
182.38;0.997172
182.4;0.997117
182.42;0.997057
182.44;0.997019
182.46;0.996931
182.48;0.996833
182.5;0.996800
182.52;0.996791
182.54;0.996815
182.56;0.996901
182.58;0.996997
182.6;0.997051
182.62;0.997063
182.64;0.997071
182.66;0.997118
182.68;0.997153
182.7;0.997121
182.72;0.997037
182.74;0.996918
182.76;0.996843
182.78;0.996854
182.8;0.996872
182.82;0.996840
182.84;0.996820
182.86;0.996870
182.88;0.996904
182.9;0.996881
182.92;0.996894
182.94;0.996978
182.96;0.997057
182.98;0.997100
183;0.997123
183.02;0.997100
183.04;0.997058
183.06;0.997031
183.08;0.997035
183.1;0.997060
183.12;0.997008
183.14;0.996911
183.16;0.996869
183.18;0.996894
183.2;0.996941
183.22;0.996937
183.24;0.996912
183.26;0.996926
183.28;0.996966
183.3;0.997000
183.32;0.997018
183.34;0.996983
183.36;0.996935
183.38;0.996948
183.4;0.996978
183.42;0.996979
183.44;0.996982
183.46;0.997027
183.48;0.997050
183.5;0.997017
183.52;0.997003
183.54;0.997003
183.56;0.997015
183.58;0.997020
183.6;0.996935
183.62;0.996844
183.64;0.996860
183.66;0.996919
183.68;0.996935
183.7;0.996913
183.72;0.996922
183.74;0.996967
183.76;0.996986
183.78;0.996987
183.8;0.997054
183.82;0.997180
183.84;0.997227
183.86;0.997153
183.88;0.997098
183.9;0.997094
183.92;0.997049
183.94;0.996990
183.96;0.996978
183.98;0.997006
184;0.997021
184.02;0.996981
184.04;0.996981
184.06;0.997034
184.08;0.997008
184.1;0.996955
184.12;0.996956
184.14;0.996995
184.16;0.997064
184.18;0.997108
184.2;0.997049
184.22;0.996976
184.24;0.997021
184.26;0.997104
184.28;0.997083
184.3;0.997019
184.32;0.996995
184.34;0.996942
184.36;0.996879
184.38;0.996876
184.4;0.996915
184.42;0.996979
184.44;0.997034
184.46;0.997017
184.48;0.996962
184.5;0.996966
184.52;0.996997
184.54;0.997002
184.56;0.996996
184.58;0.996996
184.6;0.997020
184.62;0.997036
184.64;0.997002
184.66;0.996997
184.68;0.997037
184.7;0.997034
184.72;0.997014
184.74;0.997026
184.76;0.997057
184.78;0.997064
184.8;0.997012
184.82;0.996940
184.84;0.996933
184.86;0.996990
184.88;0.997033
184.9;0.997041
184.92;0.997035
184.94;0.997051
184.96;0.997137
184.98;0.997235
185;0.997221
185.02;0.997125
185.04;0.997033
185.06;0.996932
185.08;0.996865
185.1;0.996865
185.12;0.996830
185.14;0.996757
185.16;0.996748
185.18;0.996807
185.2;0.996864
185.22;0.996875
185.24;0.996903
185.26;0.996997
185.28;0.997038
185.3;0.997041
185.32;0.997073
185.34;0.997040
185.36;0.996996
185.38;0.997037
185.4;0.997093
185.42;0.997060
185.44;0.996959
185.46;0.996923
185.48;0.996968
185.5;0.996973
185.52;0.996917
185.54;0.996905
185.56;0.996946
185.58;0.996922
185.6;0.996865
185.62;0.996915
185.64;0.997023
185.66;0.997063
185.68;0.997043
185.7;0.997052
185.72;0.997086
185.74;0.997110
185.76;0.997110
185.78;0.997107
185.8;0.997118
185.82;0.997121
185.84;0.997106
185.86;0.997061
185.88;0.997007
185.9;0.996993
185.92;0.996999
185.94;0.997006
185.96;0.997019
185.98;0.997053
186;0.997090
186.02;0.997078
186.04;0.997046
186.06;0.997088
186.08;0.997122
186.1;0.997039
186.12;0.996999
186.14;0.997091
186.16;0.997114
186.18;0.997046
186.2;0.997059
186.22;0.997112
186.24;0.997102
186.26;0.997101
186.28;0.997111
186.3;0.997090
186.32;0.997098
186.34;0.997127
186.36;0.997096
186.38;0.996993
186.4;0.996893
186.42;0.996863
186.44;0.996857
186.46;0.996864
186.48;0.996936
186.5;0.997025
186.52;0.997082
186.54;0.997091
186.56;0.997046
186.58;0.997059
186.6;0.997140
186.62;0.997142
186.64;0.997097
186.66;0.997114
186.68;0.997125
186.7;0.997067
186.72;0.996979
186.74;0.996939
186.76;0.997003
186.78;0.997099
186.8;0.997104
186.82;0.997082
186.84;0.997157
186.86;0.997229
186.88;0.997179
186.9;0.997096
186.92;0.997096
186.94;0.997131
186.96;0.997075
186.98;0.996990
187;0.997008
187.02;0.997052
187.04;0.997038
187.06;0.996994
187.08;0.996985
187.1;0.997032
187.12;0.997046
187.14;0.997000
187.16;0.996978
187.18;0.997029
187.2;0.997094
187.22;0.997142
187.24;0.997200
187.26;0.997234
187.28;0.997249
187.3;0.997228
187.32;0.997100
187.34;0.996981
187.36;0.996955
187.38;0.996878
187.4;0.996781
187.42;0.996820
187.44;0.996933
187.46;0.997017
187.48;0.997074
187.5;0.997088
187.52;0.997069
187.54;0.997041
187.56;0.997008
187.58;0.996979
187.6;0.996888
187.62;0.996790
187.64;0.996832
187.66;0.996929
187.68;0.996926
187.7;0.996926
187.72;0.997047
187.74;0.997178
187.76;0.997197
187.78;0.997129
187.8;0.997077
187.82;0.997061
187.84;0.997050
187.86;0.997057
187.88;0.997096
187.9;0.997132
187.92;0.997130
187.94;0.997092
187.96;0.997093
187.98;0.997157
188;0.997165
188.02;0.997109
188.04;0.997075
188.06;0.997081
188.08;0.997100
188.1;0.997092
188.12;0.997085
188.14;0.997137
188.16;0.997198
188.18;0.997225
188.2;0.997197
188.22;0.997119
188.24;0.997069
188.26;0.997031
188.28;0.996987
188.3;0.997001
188.32;0.997060
188.34;0.997078
188.36;0.997060
188.38;0.997094
188.4;0.997145
188.42;0.997148
188.44;0.997167
188.46;0.997203
188.48;0.997173
188.5;0.997124
188.52;0.997129
188.54;0.997123
188.56;0.997100
188.58;0.997124
188.6;0.997155
188.62;0.997138
188.64;0.997071
188.66;0.997018
188.68;0.997013
188.7;0.997013
188.72;0.997030
188.74;0.997056
188.76;0.997104
188.78;0.997157
188.8;0.997121
188.82;0.997037
188.84;0.997028
188.86;0.997072
188.88;0.997052
188.9;0.997005
188.92;0.997008
188.94;0.997040
188.96;0.997080
188.98;0.997095
189;0.997059
189.02;0.997038
189.04;0.997081
189.06;0.997099
189.08;0.997101
189.1;0.997174
189.12;0.997235
189.14;0.997221
189.16;0.997205
189.18;0.997211
189.2;0.997159
189.22;0.997098
189.24;0.997108
189.26;0.997112
189.28;0.997059
189.3;0.996986
189.32;0.996965
189.34;0.996983
189.36;0.996994
189.38;0.997001
189.4;0.997002
189.42;0.997036
189.44;0.997070
189.46;0.997055
189.48;0.997022
189.5;0.996951
189.52;0.996890
189.54;0.996924
189.56;0.996953
189.58;0.996875
189.6;0.996763
189.62;0.996775
189.64;0.996874
189.66;0.996938
189.68;0.996978
189.7;0.996951
189.72;0.996891
189.74;0.996964
189.76;0.997137
189.78;0.997243
189.8;0.997224
189.82;0.997121
189.84;0.997005
189.86;0.996925
189.88;0.996913
189.9;0.996978
189.92;0.997008
189.94;0.996953
189.96;0.996974
189.98;0.997080
190;0.997101
190.02;0.997079
190.04;0.997117
190.06;0.997151
190.08;0.997122
190.1;0.997086
190.12;0.997103
190.14;0.997105
190.16;0.997046
190.18;0.996997
190.2;0.996970
190.22;0.996945
190.24;0.996963
190.26;0.997015
190.28;0.997050
190.3;0.997064
190.32;0.997062
190.34;0.997044
190.36;0.997008
190.38;0.996992
190.4;0.997033
190.42;0.997080
190.44;0.997085
190.46;0.997042
190.48;0.996992
190.5;0.996974
190.52;0.996958
190.54;0.996951
190.56;0.996993
190.58;0.997022
190.6;0.996998
190.62;0.997009
190.64;0.997061
190.66;0.997087
190.68;0.997083
190.7;0.997072
190.72;0.997039
190.74;0.996960
190.76;0.996935
190.78;0.997004
190.8;0.997015
190.82;0.996981
190.84;0.997008
190.86;0.997052
190.88;0.997055
190.9;0.997008
190.92;0.996988
190.94;0.997037
190.96;0.997090
190.98;0.997097
191;0.997060
191.02;0.997035
191.04;0.997034
191.06;0.997029
191.08;0.997033
191.1;0.997006
191.12;0.996931
191.14;0.996905
191.16;0.996951
191.18;0.996993
191.2;0.996995
191.22;0.996952
191.24;0.996893
191.26;0.996902
191.28;0.996950
191.3;0.996923
191.32;0.996870
191.34;0.996878
191.36;0.996937
191.38;0.996994
191.4;0.997009
191.42;0.996993
191.44;0.996991
191.46;0.997000
191.48;0.997014
191.5;0.997025
191.52;0.996978
191.54;0.996899
191.56;0.996876
191.58;0.996920
191.6;0.996927
191.62;0.996901
191.64;0.996932
191.66;0.996935
191.68;0.996907
191.7;0.996941
191.72;0.996995
191.74;0.997047
191.76;0.997053
191.78;0.997002
191.8;0.997010
191.82;0.997053
191.84;0.997020
191.86;0.996949
191.88;0.996936
191.9;0.996956
191.92;0.996980
191.94;0.997015
191.96;0.997044
191.98;0.997072
192;0.997096
192.02;0.997043
192.04;0.996931
192.06;0.996927
192.08;0.996940
192.1;0.996819
192.12;0.996720
192.14;0.996783
192.16;0.996907
192.18;0.996958
192.2;0.996973
192.22;0.997057
192.24;0.997161
192.26;0.997197
192.28;0.997183
192.3;0.997174
192.32;0.997171
192.34;0.997126
192.36;0.997042
192.38;0.996995
192.4;0.996989
192.42;0.996957
192.44;0.996957
192.46;0.997011
192.48;0.997008
192.5;0.996981
192.52;0.997029
192.54;0.997084
192.56;0.997049
192.58;0.996997
192.6;0.997011
192.62;0.997035
192.64;0.996997
192.66;0.996986
192.68;0.997048
192.7;0.997063
192.72;0.997023
192.74;0.996994
192.76;0.996949
192.78;0.996899
192.8;0.996850
192.82;0.996842
192.84;0.996900
192.86;0.996921
192.88;0.996891
192.9;0.996888
192.92;0.996929
192.94;0.996999
192.96;0.997054
192.98;0.997052
193;0.997002
193.02;0.996987
193.04;0.997002
193.06;0.996935
193.08;0.996843
193.1;0.996855
193.12;0.996854
193.14;0.996795
193.16;0.996813
193.18;0.996889
193.2;0.996938
193.22;0.996972
193.24;0.997039
193.26;0.997086
193.28;0.997043
193.3;0.997005
193.32;0.996992
193.34;0.996898
193.36;0.996806
193.38;0.996819
193.4;0.996838
193.42;0.996808
193.44;0.996783
193.46;0.996820
193.48;0.996913
193.5;0.996981
193.52;0.997005
193.54;0.997011
193.56;0.996998
193.58;0.996954
193.6;0.996853
193.62;0.996755
193.64;0.996763
193.66;0.996842
193.68;0.996864
193.7;0.996839
193.72;0.996872
193.74;0.996965
193.76;0.997054
193.78;0.997081
193.8;0.997071
193.82;0.997085
193.84;0.997114
193.86;0.997115
193.88;0.997111
193.9;0.997125
193.92;0.997068
193.94;0.996939
193.96;0.996859
193.98;0.996822
194;0.996768
194.02;0.996767
194.04;0.996858
194.06;0.996950
194.08;0.996947
194.1;0.996892
194.12;0.996925
194.14;0.997044
194.16;0.997099
194.18;0.997057
194.2;0.996973
194.22;0.996904
194.24;0.996929
194.26;0.997027
194.28;0.997078
194.3;0.997033
194.32;0.996968
194.34;0.996935
194.36;0.996923
194.38;0.996908
194.4;0.996860
194.42;0.996827
194.44;0.996853
194.46;0.996920
194.48;0.996958
194.5;0.996945
194.52;0.996909
194.54;0.996848
194.56;0.996820
194.58;0.996821
194.6;0.996851
194.62;0.996958
194.64;0.997034
194.66;0.997060
194.68;0.997093
194.7;0.997107
194.72;0.997074
194.74;0.997026
194.76;0.997038
194.78;0.997074
194.8;0.997026
194.82;0.996951
194.84;0.996942
194.86;0.996941
194.88;0.996899
194.9;0.996862
194.92;0.996864
194.94;0.996888
194.96;0.996942
194.98;0.997020
195;0.997023
195.02;0.996998
195.04;0.997049
195.06;0.997086
195.08;0.997055
195.1;0.997024
195.12;0.997009
195.14;0.997013
195.16;0.997046
195.18;0.997044
195.2;0.996997
195.22;0.996955
195.24;0.996906
195.26;0.996868
195.28;0.996863
195.3;0.996885
195.32;0.996906
195.34;0.996891
195.36;0.996902
195.38;0.996930
195.4;0.996917
195.42;0.996907
195.44;0.996909
195.46;0.996894
195.48;0.996892
195.5;0.996874
195.52;0.996783
195.54;0.996731
195.56;0.996806
195.58;0.996901
195.6;0.996881
195.62;0.996810
195.64;0.996821
195.66;0.996817
195.68;0.996747
195.7;0.996761
195.72;0.996837
195.74;0.996839
195.76;0.996806
195.78;0.996809
195.8;0.996852
195.82;0.996885
195.84;0.996845
195.86;0.996836
195.88;0.996916
195.9;0.996995
195.92;0.997028
195.94;0.997012
195.96;0.996993
195.98;0.996962
196;0.996896
196.02;0.996792
196.04;0.996642
196.06;0.996637
196.08;0.996808
196.1;0.996900
196.12;0.996870
196.14;0.996828
196.16;0.996786
196.18;0.996773
196.2;0.996796
196.22;0.996820
196.24;0.996862
196.26;0.996928
196.28;0.997015
196.3;0.997104
196.32;0.997116
196.34;0.997031
196.36;0.996952
196.38;0.996954
196.4;0.996971
196.42;0.996971
196.44;0.996979
196.46;0.996938
196.48;0.996828
196.5;0.996776
196.52;0.996828
196.54;0.996876
196.56;0.996873
196.58;0.996919
196.6;0.997018
196.62;0.997039
196.64;0.996953
196.66;0.996869
196.68;0.996880
196.7;0.996942
196.72;0.996998
196.74;0.997017
196.76;0.996988
196.78;0.996973
196.8;0.996952
196.82;0.996898
196.84;0.996887
196.86;0.996911
196.88;0.996923
196.9;0.996928
196.92;0.996950
196.94;0.996983
196.96;0.996957
196.98;0.996864
197;0.996825
197.02;0.996895
197.04;0.996963
197.06;0.996944
197.08;0.996911
197.1;0.996964
197.12;0.997040
197.14;0.997058
197.16;0.997040
197.18;0.997001
197.2;0.996971
197.22;0.996991
197.24;0.997021
197.26;0.997032
197.28;0.997053
197.3;0.997061
197.32;0.997009
197.34;0.996943
197.36;0.996890
197.38;0.996867
197.4;0.996866
197.42;0.996814
197.44;0.996766
197.46;0.996771
197.48;0.996771
197.5;0.996785
197.52;0.996791
197.54;0.996788
197.56;0.996820
197.58;0.996870
197.6;0.996863
197.62;0.996810
197.64;0.996824
197.66;0.996920
197.68;0.996994
197.7;0.996994
197.72;0.997007
197.74;0.997095
197.76;0.997097
197.78;0.996919
197.8;0.996778
197.82;0.996796
197.84;0.996826
197.86;0.996826
197.88;0.996866
197.9;0.996928
197.92;0.996949
197.94;0.996934
197.96;0.997013
197.98;0.997149
198;0.997195
198.02;0.997191
198.04;0.997167
198.06;0.997135
198.08;0.997078
198.1;0.996967
198.12;0.996896
198.14;0.996882
198.16;0.996886
198.18;0.996963
198.2;0.997040
198.22;0.997028
198.24;0.997016
198.26;0.997036
198.28;0.997022
198.3;0.997005
198.32;0.997061
198.34;0.997101
198.36;0.997022
198.38;0.996959
198.4;0.997023
198.42;0.997045
198.44;0.996962
198.46;0.996918
198.48;0.996938
198.5;0.996974
198.52;0.997003
198.54;0.997009
198.56;0.997006
198.58;0.996999
198.6;0.997000
198.62;0.997009
198.64;0.996975
198.66;0.996954
198.68;0.996998
198.7;0.997039
198.72;0.997021
198.74;0.996943
198.76;0.996908
198.78;0.996981
198.8;0.997040
198.82;0.997052
198.84;0.997125
198.86;0.997193
198.88;0.997120
198.9;0.996996
198.92;0.996951
198.94;0.996977
198.96;0.997028
198.98;0.997062
199;0.997053
199.02;0.997001
199.04;0.996935
199.06;0.996893
199.08;0.996883
199.1;0.996947
199.12;0.997066
199.14;0.997138
199.16;0.997124
199.18;0.997089
199.2;0.997061
199.22;0.997010
199.24;0.997002
199.26;0.997065
199.28;0.997114
199.3;0.997126
199.32;0.997118
199.34;0.997070
199.36;0.997002
199.38;0.996950
199.4;0.996887
199.42;0.996839
199.44;0.996822
199.46;0.996807
199.48;0.996854
199.5;0.996930
199.52;0.996937
199.54;0.996984
199.56;0.997084
199.58;0.997094
199.6;0.997046
199.62;0.997052
199.64;0.997106
199.66;0.997138
199.68;0.997114
199.7;0.997052
199.72;0.996979
199.74;0.996908
199.76;0.996883
199.78;0.996909
199.8;0.996915
199.82;0.996897
199.84;0.996916
199.86;0.996961
199.88;0.996985
199.9;0.997029
199.92;0.997124
199.94;0.997157
199.96;0.997109
199.98;0.997105
200;0.997058
200.02;0.996916
200.04;0.996887
200.06;0.996983
200.08;0.997064
200.1;0.997101
200.12;0.997085
200.14;0.997075
200.16;0.997080
200.18;0.997060
200.2;0.997032
200.22;0.997010
200.24;0.997039
200.26;0.997090
200.28;0.997084
200.3;0.997041
200.32;0.997011
200.34;0.997060
200.36;0.997123
200.38;0.997062
200.4;0.997009
200.42;0.997092
200.44;0.997182
200.46;0.997204
200.48;0.997187
200.5;0.997196
200.52;0.997231
200.54;0.997151
200.56;0.997027
200.58;0.997018
200.6;0.997030
200.62;0.997007
200.64;0.996994
200.66;0.996990
200.68;0.996969
200.7;0.996941
200.72;0.996965
200.74;0.997014
200.76;0.997030
200.78;0.997023
200.8;0.996975
200.82;0.996923
200.84;0.996887
200.86;0.996867
200.88;0.996922
200.9;0.996971
200.92;0.996972
200.94;0.997018
200.96;0.997069
200.98;0.997068
201;0.997061
201.02;0.997080
201.04;0.997095
201.06;0.997115
201.08;0.997177
201.1;0.997227
201.12;0.997184
201.14;0.997093
201.16;0.997063
201.18;0.997076
201.2;0.997045
201.22;0.997021
201.24;0.997008
201.26;0.996944
201.28;0.996889
201.3;0.996882
201.32;0.996891
201.34;0.996937
201.36;0.997013
201.38;0.997053
201.4;0.997029
201.42;0.996979
201.44;0.996950
201.46;0.996931
201.48;0.996950
201.5;0.996990
201.52;0.996978
201.54;0.996971
201.56;0.997007
201.58;0.997057
201.6;0.997091
201.62;0.997071
201.64;0.997058
201.66;0.997072
201.68;0.997043
201.7;0.997016
201.72;0.997050
201.74;0.997070
201.76;0.997003
201.78;0.996921
201.8;0.996921
201.82;0.996958
201.84;0.996961
201.86;0.996986
201.88;0.997068
201.9;0.997126
201.92;0.997112
201.94;0.997080
201.96;0.997078
201.98;0.997045
202;0.996970
202.02;0.996945
202.04;0.996967
202.06;0.996983
202.08;0.996984
202.1;0.996968
202.12;0.996926
202.14;0.996932
202.16;0.997048
202.18;0.997150
202.2;0.997135
202.22;0.997057
202.24;0.997010
202.26;0.996977
202.28;0.996899
202.3;0.996887
202.32;0.996994
202.34;0.997043
202.36;0.996995
202.38;0.997008
202.4;0.997088
202.42;0.997111
202.44;0.997105
202.46;0.997113
202.48;0.997070
202.5;0.997049
202.52;0.997113
202.54;0.997140
202.56;0.997070
202.58;0.997012
202.6;0.997018
202.62;0.997032
202.64;0.997016
202.66;0.997026
202.68;0.997099
202.7;0.997128
202.72;0.997069
202.74;0.997027
202.76;0.997051
202.78;0.997100
202.8;0.997113
202.82;0.997082
202.84;0.997063
202.86;0.997077
202.88;0.997048
202.9;0.996935
202.92;0.996838
202.94;0.996848
202.96;0.996920
202.98;0.996956
203;0.996947
203.02;0.996956
203.04;0.997014
203.06;0.997091
203.08;0.997114
203.1;0.997117
203.12;0.997116
203.14;0.997090
203.16;0.997097
203.18;0.997126
203.2;0.997100
203.22;0.997060
203.24;0.997039
203.26;0.997010
203.28;0.997043
203.3;0.997117
203.32;0.997134
203.34;0.997107
203.36;0.997052
203.38;0.996989
203.4;0.996928
203.42;0.996876
203.44;0.996874
203.46;0.996921
203.48;0.997015
203.5;0.997103
203.52;0.997120
203.54;0.997102
203.56;0.997063
203.58;0.996990
203.6;0.996910
203.62;0.996891
203.64;0.996925
203.66;0.996908
203.68;0.996817
203.7;0.996783
203.72;0.996842
203.74;0.996892
203.76;0.996956
203.78;0.997054
203.8;0.997144
203.82;0.997226
203.84;0.997232
203.86;0.997161
203.88;0.997137
203.9;0.997110
203.92;0.997024
203.94;0.996985
203.96;0.996985
203.98;0.997001
204;0.997016
204.02;0.996915
204.04;0.996808
204.06;0.996865
204.08;0.996994
204.1;0.997084
204.12;0.997124
204.14;0.997134
204.16;0.997115
204.18;0.997122
204.2;0.997127
204.22;0.997058
204.24;0.997017
204.26;0.997020
204.28;0.997011
204.3;0.996986
204.32;0.996956
204.34;0.997019
204.36;0.997114
204.38;0.997125
204.4;0.997154
204.42;0.997228
204.44;0.997225
204.46;0.997158
204.48;0.997095
204.5;0.997038
204.52;0.996961
204.54;0.996859
204.56;0.996860
204.58;0.996984
204.6;0.997049
204.62;0.997037
204.64;0.997028
204.66;0.997021
204.68;0.997020
204.7;0.997050
204.72;0.997075
204.74;0.997026
204.76;0.996975
204.78;0.997044
204.8;0.997131
204.82;0.997089
204.84;0.997061
204.86;0.997125
204.88;0.997135
204.9;0.997106
204.92;0.997125
204.94;0.997170
204.96;0.997187
204.98;0.997157
205;0.997161
205.02;0.997189
205.04;0.997134
205.06;0.997033
205.08;0.996978
205.1;0.996957
205.12;0.996906
205.14;0.996857
205.16;0.996899
205.18;0.997009
205.2;0.997120
205.22;0.997223
205.24;0.997243
205.26;0.997193
205.28;0.997187
205.3;0.997196
205.32;0.997148
205.34;0.997051
205.36;0.996977
205.38;0.996986
205.4;0.997021
205.42;0.997011
205.44;0.997012
205.46;0.997059
205.48;0.997094
205.5;0.997104
205.52;0.997086
205.54;0.997055
205.56;0.997103
205.58;0.997192
205.6;0.997169
205.62;0.997096
205.64;0.997084
205.66;0.997050
205.68;0.996982
205.7;0.996987
205.72;0.997010
205.74;0.996996
205.76;0.996992
205.78;0.996994
205.8;0.996980
205.82;0.996953
205.84;0.996936
205.86;0.996966
205.88;0.997051
205.9;0.997136
205.92;0.997167
205.94;0.997120
205.96;0.997078
205.98;0.997130
206;0.997216
206.02;0.997242
206.04;0.997212
206.06;0.997151
206.08;0.997043
206.1;0.996950
206.12;0.996954
206.14;0.997037
206.16;0.997097
206.18;0.997092
206.2;0.997094
206.22;0.997122
206.24;0.997142
206.26;0.997141
206.28;0.997112
206.3;0.997106
206.32;0.997117
206.34;0.997075
206.36;0.997051
206.38;0.997059
206.4;0.997054
206.42;0.997065
206.44;0.997082
206.46;0.997100
206.48;0.997085
206.5;0.997059
206.52;0.997089
206.54;0.997117
206.56;0.997117
206.58;0.997119
206.6;0.997100
206.62;0.997073
206.64;0.997103
206.66;0.997211
206.68;0.997325
206.7;0.997327
206.72;0.997209
206.74;0.997112
206.76;0.997082
206.78;0.997055
206.8;0.997032
206.82;0.997018
206.84;0.997004
206.86;0.996975
206.88;0.996954
206.9;0.996994
206.92;0.997026
206.94;0.997032
206.96;0.997083
206.98;0.997104
207;0.997074
207.02;0.997066
207.04;0.997045
207.06;0.997004
207.08;0.996957
207.1;0.996949
207.12;0.996969
207.14;0.996942
207.16;0.996971
207.18;0.997083
207.2;0.997106
207.22;0.997045
207.24;0.996991
207.26;0.996989
207.28;0.997050
207.3;0.997073
207.32;0.997061
207.34;0.997036
207.36;0.996961
207.38;0.996925
207.4;0.996924
207.42;0.996887
207.44;0.996883
207.46;0.996936
207.48;0.997006
207.5;0.997021
207.52;0.996942
207.54;0.996915
207.56;0.996958
207.58;0.996944
207.6;0.996900
207.62;0.996920
207.64;0.996978
207.66;0.997014
207.68;0.997040
207.7;0.997077
207.72;0.997102
207.74;0.997105
207.76;0.997084
207.78;0.997041
207.8;0.997009
207.82;0.997030
207.84;0.997019
207.86;0.996922
207.88;0.996895
207.9;0.996936
207.92;0.996955
207.94;0.997000
207.96;0.997102
207.98;0.997197
208;0.997163
208.02;0.997021
208.04;0.996967
208.06;0.997023
208.08;0.997034
208.1;0.996976
208.12;0.996928
208.14;0.996922
208.16;0.996900
208.18;0.996907
208.2;0.996987
208.22;0.997017
208.24;0.997030
208.26;0.997094
208.28;0.997110
208.3;0.997072
208.32;0.997049
208.34;0.997028
208.36;0.996978
208.38;0.996918
208.4;0.996909
208.42;0.996956
208.44;0.997005
208.46;0.997066
208.48;0.997163
208.5;0.997186
208.52;0.997136
208.54;0.997134
208.56;0.997166
208.58;0.997254
208.6;0.997332
208.62;0.997246
208.64;0.997076
208.66;0.996989
208.68;0.997013
208.7;0.997055
208.72;0.997054
208.74;0.997033
208.76;0.997041
208.78;0.997108
208.8;0.997122
208.82;0.997043
208.84;0.997013
208.86;0.996965
208.88;0.996838
208.9;0.996819
208.92;0.996897
208.94;0.996957
208.96;0.997004
208.98;0.997010
209;0.996996
209.02;0.996992
209.04;0.997004
209.06;0.997071
209.08;0.997082
209.1;0.997006
209.12;0.996971
209.14;0.996977
209.16;0.996999
209.18;0.997049
209.2;0.997119
209.22;0.997196
209.24;0.997186
209.26;0.997096
209.28;0.997060
209.3;0.997063
209.32;0.997035
209.34;0.997031
209.36;0.997034
209.38;0.996995
209.4;0.996961
209.42;0.996977
209.44;0.997048
209.46;0.997089
209.48;0.997044
209.5;0.996980
209.52;0.996951
209.54;0.996958
209.56;0.996975
209.58;0.996967
209.6;0.996929
209.62;0.996881
209.64;0.996858
209.66;0.996856
209.68;0.996815
209.7;0.996816
209.72;0.996922
209.74;0.997008
209.76;0.996980
209.78;0.996911
209.8;0.996957
209.82;0.997046
209.84;0.997044
209.86;0.997061
209.88;0.997139
209.9;0.997179
209.92;0.997143
209.94;0.997075
209.96;0.997087
209.98;0.997187
210;0.997236
210.02;0.997152
210.04;0.997022
210.06;0.996989
210.08;0.997008
210.1;0.996975
210.12;0.996928
210.14;0.996928
210.16;0.996967
210.18;0.996989
210.2;0.996988
210.22;0.997039
210.24;0.997098
210.26;0.997112
210.28;0.997111
210.3;0.997097
210.32;0.997104
210.34;0.997118
210.36;0.997159
210.38;0.997220
210.4;0.997142
210.42;0.996994
210.44;0.996909
210.46;0.996820
210.48;0.996736
210.5;0.996745
210.52;0.996856
210.54;0.996966
210.56;0.997021
210.58;0.997096
210.6;0.997169
210.62;0.997168
210.64;0.997110
210.66;0.997054
210.68;0.996997
210.7;0.996924
210.72;0.996853
210.74;0.996832
210.76;0.996845
210.78;0.996854
210.8;0.996857
210.82;0.996826
210.84;0.996846
210.86;0.996966
210.88;0.997058
210.9;0.997071
210.92;0.997052
210.94;0.997041
210.96;0.997023
210.98;0.996998
211;0.996981
211.02;0.996960
211.04;0.996916
211.06;0.996863
211.08;0.996845
211.1;0.996860
211.12;0.996879
211.14;0.996907
211.16;0.996995
211.18;0.997096
211.2;0.997127
211.22;0.997123
211.24;0.997099
211.26;0.997020
211.28;0.996983
211.3;0.997042
211.32;0.997094
211.34;0.997076
211.36;0.996976
211.38;0.996874
211.4;0.996880
211.42;0.996906
211.44;0.996896
211.46;0.996862
211.48;0.996797
211.5;0.996766
211.52;0.996756
211.54;0.996781
211.56;0.996849
211.58;0.996852
211.6;0.996876
211.62;0.996981
211.64;0.997029
211.66;0.997014
211.68;0.997025
211.7;0.997065
211.72;0.997071
211.74;0.997030
211.76;0.996986
211.78;0.996945
211.8;0.996906
211.82;0.996897
211.84;0.996883
211.86;0.996862
211.88;0.996916
211.9;0.997018
211.92;0.997058
211.94;0.997040
211.96;0.997073
211.98;0.997154
212;0.997161
212.02;0.997090
212.04;0.997041
212.06;0.997022
212.08;0.996987
212.1;0.996940
212.12;0.996908
212.14;0.996939
212.16;0.996998
212.18;0.997013
212.2;0.997010
212.22;0.997004
212.24;0.996985
212.26;0.996974
212.28;0.996962
212.3;0.996971
212.32;0.996967
212.34;0.996912
212.36;0.996875
212.38;0.996849
212.4;0.996833
212.42;0.996893
212.44;0.997037
212.46;0.997161
212.48;0.997182
212.5;0.997122
212.52;0.997035
212.54;0.996978
212.56;0.996983
212.58;0.997037
212.6;0.997073
