b:tnow in s;m:u in p.u.
212.62;0.997065
212.64;0.997022
212.66;0.996938
212.68;0.996897
212.7;0.996918
212.72;0.996896
212.74;0.996873
212.76;0.996923
212.78;0.997009
212.8;0.997034
212.82;0.997002
212.84;0.997062
212.86;0.997162
212.88;0.997130
212.9;0.997002
212.92;0.996977
212.94;0.997083
212.96;0.997092
212.98;0.996987
213;0.996939
213.02;0.996911
213.04;0.996861
213.06;0.996830
213.08;0.996840
213.1;0.996875
213.12;0.996887
213.14;0.996904
213.16;0.996999
213.18;0.997137
213.2;0.997166
213.22;0.997092
213.24;0.997035
213.26;0.997018
213.28;0.997048
213.3;0.997067
213.32;0.996970
213.34;0.996862
213.36;0.996853
213.38;0.996874
213.4;0.996880
213.42;0.996880
213.44;0.996876
213.46;0.996878
213.48;0.996917
213.5;0.996978
213.52;0.996981
213.54;0.996981
213.56;0.997043
213.58;0.997070
213.6;0.997036
213.62;0.996981
213.64;0.996948
213.66;0.996956
213.68;0.996936
213.7;0.996946
213.72;0.997025
213.74;0.997048
213.76;0.997031
213.78;0.997089
213.8;0.997201
213.82;0.997224
213.84;0.997114
213.86;0.997028
213.88;0.997041
213.9;0.997043
213.92;0.997000
213.94;0.996987
213.96;0.997084
213.98;0.997228
214;0.997270
214.02;0.997201
214.04;0.997140
214.06;0.997189
214.08;0.997254
214.1;0.997227
214.12;0.997174
214.14;0.997166
214.16;0.997157
214.18;0.997117
214.2;0.997141
214.22;0.997237
214.24;0.997254
214.26;0.997191
214.28;0.997168
214.3;0.997198
214.32;0.997191
214.34;0.997135
214.36;0.997126
214.38;0.997191
214.4;0.997243
214.42;0.997238
214.44;0.997217
214.46;0.997162
214.48;0.997082
214.5;0.997073
214.52;0.997106
214.54;0.997124
214.56;0.997155
214.58;0.997164
214.6;0.997136
214.62;0.997133
214.64;0.997176
214.66;0.997220
214.68;0.997236
214.7;0.997225
214.72;0.997193
214.74;0.997170
214.76;0.997160
214.78;0.997162
214.8;0.997197
214.82;0.997229
214.84;0.997234
214.86;0.997265
214.88;0.997267
214.9;0.997213
214.92;0.997230
214.94;0.997304
214.96;0.997321
214.98;0.997243
215;0.997163
215.02;0.997189
215.04;0.997238
215.06;0.997228
215.08;0.997220
215.1;0.997257
215.12;0.997272
215.14;0.997204
215.16;0.997182
215.18;0.997234
215.2;0.997215
215.22;0.997149
215.24;0.997128
215.26;0.997133
215.28;0.997148
215.3;0.997181
215.32;0.997188
215.34;0.997199
215.36;0.997232
215.38;0.997201
215.4;0.997131
215.42;0.997088
215.44;0.997091
215.46;0.997110
215.48;0.997092
215.5;0.997101
215.52;0.997149
215.54;0.997155
215.56;0.997134
215.58;0.997114
215.6;0.997112
215.62;0.997152
215.64;0.997205
215.66;0.997218
215.68;0.997169
215.7;0.997107
215.72;0.997099
215.74;0.997150
215.76;0.997203
215.78;0.997193
215.8;0.997183
215.82;0.997224
215.84;0.997181
215.86;0.997073
215.88;0.997126
215.9;0.997291
215.92;0.997329
215.94;0.997282
215.96;0.997272
215.98;0.997234
216;0.997156
216.02;0.997096
216.04;0.997112
216.06;0.997193
216.08;0.997200
216.1;0.997121
216.12;0.997110
216.14;0.997229
216.16;0.997316
216.18;0.997297
216.2;0.997306
216.22;0.997308
216.24;0.997252
216.26;0.997200
216.28;0.997142
216.3;0.997126
216.32;0.997193
216.34;0.997241
216.36;0.997240
216.38;0.997289
216.4;0.997378
216.42;0.997436
216.44;0.997449
216.46;0.997458
216.48;0.997480
216.5;0.997450
216.52;0.997380
216.54;0.997324
216.56;0.997252
216.58;0.997193
216.6;0.997197
216.62;0.997213
216.64;0.997184
216.66;0.997132
216.68;0.997146
216.7;0.997238
216.72;0.997278
216.74;0.997290
216.76;0.997333
216.78;0.997321
216.8;0.997246
216.82;0.997210
216.84;0.997264
216.86;0.997270
216.88;0.997157
216.9;0.997101
216.92;0.997145
216.94;0.997180
216.96;0.997203
216.98;0.997253
217;0.997289
217.02;0.997271
217.04;0.997223
217.06;0.997176
217.08;0.997170
217.1;0.997208
217.12;0.997244
217.14;0.997254
217.16;0.997300
217.18;0.997403
217.2;0.997398
217.22;0.997291
217.24;0.997257
217.26;0.997276
217.28;0.997250
217.3;0.997156
217.32;0.997108
217.34;0.997188
217.36;0.997241
217.38;0.997185
217.4;0.997147
217.42;0.997185
217.44;0.997222
217.46;0.997212
217.48;0.997213
217.5;0.997231
217.52;0.997215
217.54;0.997196
217.56;0.997191
217.58;0.997151
217.6;0.997143
217.62;0.997200
217.64;0.997212
217.66;0.997152
217.68;0.997117
217.7;0.997177
217.72;0.997255
217.74;0.997284
217.76;0.997288
217.78;0.997271
217.8;0.997248
217.82;0.997273
217.84;0.997321
217.86;0.997344
217.88;0.997375
217.9;0.997397
217.92;0.997339
217.94;0.997275
217.96;0.997291
217.98;0.997337
218;0.997316
218.02;0.997214
218.04;0.997143
218.06;0.997154
218.08;0.997158
218.1;0.997128
218.12;0.997174
218.14;0.997311
218.16;0.997398
218.18;0.997391
218.2;0.997402
218.22;0.997456
218.24;0.997437
218.26;0.997388
218.28;0.997393
218.3;0.997394
218.32;0.997363
218.34;0.997321
218.36;0.997276
218.38;0.997248
218.4;0.997287
218.42;0.997327
218.44;0.997306
218.46;0.997314
218.48;0.997374
218.5;0.997406
218.52;0.997354
218.54;0.997256
218.56;0.997185
218.58;0.997175
218.6;0.997200
218.62;0.997174
218.64;0.997160
218.66;0.997223
218.68;0.997262
218.7;0.997246
218.72;0.997205
218.74;0.997196
218.76;0.997245
218.78;0.997275
218.8;0.997211
218.82;0.997096
218.84;0.997082
218.86;0.997188
218.88;0.997238
218.9;0.997200
218.92;0.997223
218.94;0.997310
218.96;0.997335
218.98;0.997315
219;0.997335
219.02;0.997318
219.04;0.997227
219.06;0.997199
219.08;0.997272
219.1;0.997296
219.12;0.997251
219.14;0.997247
219.16;0.997330
219.18;0.997426
219.2;0.997399
219.22;0.997291
219.24;0.997269
219.26;0.997354
219.28;0.997398
219.3;0.997348
219.32;0.997290
219.34;0.997291
219.36;0.997312
219.38;0.997277
219.4;0.997220
219.42;0.997206
219.44;0.997265
219.46;0.997338
219.48;0.997341
219.5;0.997354
219.52;0.997339
219.54;0.997190
219.56;0.997075
219.58;0.997090
219.6;0.997157
219.62;0.997239
219.64;0.997267
219.66;0.997257
219.68;0.997284
219.7;0.997294
219.72;0.997331
219.74;0.997443
219.76;0.997434
219.78;0.997309
219.8;0.997272
219.82;0.997289
219.84;0.997233
219.86;0.997191
219.88;0.997261
219.9;0.997311
219.92;0.997242
219.94;0.997180
219.96;0.997213
219.98;0.997258
220;0.997288
220.02;0.997320
220.04;0.997360
220.06;0.997398
220.08;0.997354
220.1;0.997270
220.12;0.997210
220.14;0.997174
220.16;0.997197
220.18;0.997249
220.2;0.997268
220.22;0.997267
220.24;0.997316
220.26;0.997375
220.28;0.997343
220.3;0.997330
220.32;0.997345
220.34;0.997280
220.36;0.997213
220.38;0.997237
220.4;0.997302
220.42;0.997333
220.44;0.997351
220.46;0.997390
220.48;0.997441
220.5;0.997450
220.52;0.997410
220.54;0.997380
220.56;0.997346
220.58;0.997336
220.6;0.997371
220.62;0.997360
220.64;0.997295
220.66;0.997266
220.68;0.997298
220.7;0.997326
220.72;0.997327
220.74;0.997370
220.76;0.997452
220.78;0.997416
220.8;0.997281
220.82;0.997216
220.84;0.997209
220.86;0.997233
220.88;0.997262
220.9;0.997219
220.92;0.997156
220.94;0.997140
220.96;0.997171
220.98;0.997197
221;0.997189
221.02;0.997226
221.04;0.997276
221.06;0.997213
221.08;0.997135
221.1;0.997161
221.12;0.997195
221.14;0.997166
221.16;0.997144
221.18;0.997172
221.2;0.997179
221.22;0.997158
221.24;0.997217
221.26;0.997310
221.28;0.997279
221.3;0.997173
221.32;0.997126
221.34;0.997185
221.36;0.997290
221.38;0.997314
221.4;0.997248
221.42;0.997213
221.44;0.997218
221.46;0.997215
221.48;0.997245
221.5;0.997275
221.52;0.997258
221.54;0.997250
221.56;0.997259
221.58;0.997241
221.6;0.997236
221.62;0.997250
221.64;0.997237
221.66;0.997174
221.68;0.997102
221.7;0.997145
221.72;0.997211
221.74;0.997180
221.76;0.997176
221.78;0.997200
221.8;0.997208
221.82;0.997232
221.84;0.997234
221.86;0.997243
221.88;0.997295
221.9;0.997328
221.92;0.997303
221.94;0.997258
221.96;0.997218
221.98;0.997190
222;0.997150
222.02;0.997055
222.04;0.997001
222.06;0.997088
222.08;0.997199
222.1;0.997217
222.12;0.997197
222.14;0.997232
222.16;0.997295
222.18;0.997316
222.2;0.997315
222.22;0.997291
222.24;0.997230
222.26;0.997218
222.28;0.997279
222.3;0.997341
222.32;0.997373
222.34;0.997320
222.36;0.997232
222.38;0.997224
222.4;0.997244
222.42;0.997254
222.44;0.997223
222.46;0.997150
222.48;0.997131
222.5;0.997164
222.52;0.997168
222.54;0.997151
222.56;0.997181
222.58;0.997249
222.6;0.997292
222.62;0.997270
222.64;0.997257
222.66;0.997304
222.68;0.997304
222.7;0.997260
222.72;0.997220
222.74;0.997138
222.76;0.997049
222.78;0.997061
222.8;0.997156
222.82;0.997223
222.84;0.997278
222.86;0.997365
222.88;0.997415
222.9;0.997433
222.92;0.997464
222.94;0.997434
222.96;0.997278
222.98;0.997168
223;0.997191
223.02;0.997159
223.04;0.997063
223.06;0.997041
223.08;0.997107
223.1;0.997197
223.12;0.997270
223.14;0.997295
223.16;0.997286
223.18;0.997298
223.2;0.997291
223.22;0.997297
223.24;0.997363
223.26;0.997392
223.28;0.997370
223.3;0.997332
223.32;0.997278
223.34;0.997290
223.36;0.997342
223.38;0.997322
223.4;0.997268
223.42;0.997284
223.44;0.997319
223.46;0.997248
223.48;0.997148
223.5;0.997164
223.52;0.997193
223.54;0.997155
223.56;0.997149
223.58;0.997173
223.6;0.997213
223.62;0.997285
223.64;0.997328
223.66;0.997294
223.68;0.997231
223.7;0.997226
223.72;0.997254
223.74;0.997230
223.76;0.997200
223.78;0.997235
223.8;0.997319
223.82;0.997395
223.84;0.997395
223.86;0.997360
223.88;0.997401
223.9;0.997444
223.92;0.997387
223.94;0.997361
223.96;0.997390
223.98;0.997357
224;0.997284
224.02;0.997215
224.04;0.997181
224.06;0.997211
224.08;0.997269
224.1;0.997267
224.12;0.997226
224.14;0.997232
224.16;0.997285
224.18;0.997331
224.2;0.997394
224.22;0.997450
224.24;0.997383
224.26;0.997263
224.28;0.997190
224.3;0.997177
224.32;0.997215
224.34;0.997218
224.36;0.997217
224.38;0.997281
224.4;0.997338
224.42;0.997349
224.44;0.997349
224.46;0.997344
224.48;0.997296
224.5;0.997251
224.52;0.997267
224.54;0.997293
224.56;0.997297
224.58;0.997339
224.6;0.997391
224.62;0.997332
224.64;0.997269
224.66;0.997311
224.68;0.997326
224.7;0.997285
224.72;0.997259
224.74;0.997234
224.76;0.997177
224.78;0.997139
224.8;0.997193
224.82;0.997277
224.84;0.997300
224.86;0.997276
224.88;0.997260
224.9;0.997268
224.92;0.997262
224.94;0.997269
224.96;0.997289
224.98;0.997289
225;0.997279
225.02;0.997299
225.04;0.997346
225.06;0.997343
225.08;0.997304
225.1;0.997247
225.12;0.997201
225.14;0.997229
225.16;0.997310
225.18;0.997386
225.2;0.997389
225.22;0.997335
225.24;0.997355
225.26;0.997440
225.28;0.997483
225.3;0.997475
225.32;0.997447
225.34;0.997417
225.36;0.997394
225.38;0.997349
225.4;0.997277
225.42;0.997205
225.44;0.997128
225.46;0.997070
225.48;0.997071
225.5;0.997136
225.52;0.997207
225.54;0.997265
225.56;0.997303
225.58;0.997248
225.6;0.997184
225.62;0.997185
225.64;0.997173
225.66;0.997151
225.68;0.997151
225.7;0.997141
225.72;0.997116
225.74;0.997114
225.76;0.997133
225.78;0.997133
225.8;0.997135
225.82;0.997196
225.84;0.997283
225.86;0.997322
225.88;0.997352
225.9;0.997391
225.92;0.997334
225.94;0.997234
225.96;0.997208
225.98;0.997229
226;0.997218
226.02;0.997120
226.04;0.997018
226.06;0.997011
226.08;0.997042
226.1;0.997106
226.12;0.997277
226.14;0.997444
226.16;0.997422
226.18;0.997307
226.2;0.997340
226.22;0.997454
226.24;0.997437
226.26;0.997343
226.28;0.997274
226.3;0.997197
226.32;0.997129
226.34;0.997113
226.36;0.997158
226.38;0.997268
226.4;0.997350
226.42;0.997348
226.44;0.997372
226.46;0.997464
226.48;0.997488
226.5;0.997385
226.52;0.997277
226.54;0.997254
226.56;0.997277
226.58;0.997352
226.6;0.997398
226.62;0.997292
226.64;0.997186
226.66;0.997239
226.68;0.997318
226.7;0.997320
226.72;0.997299
226.74;0.997287
226.76;0.997354
226.78;0.997490
226.8;0.997551
226.82;0.997552
226.84;0.997574
226.86;0.997547
226.88;0.997441
226.9;0.997376
226.92;0.997371
226.94;0.997314
226.96;0.997221
226.98;0.997220
227;0.997271
227.02;0.997282
227.04;0.997287
227.06;0.997298
227.08;0.997307
227.1;0.997346
227.12;0.997366
227.14;0.997346
227.16;0.997356
227.18;0.997374
227.2;0.997353
227.22;0.997324
227.24;0.997335
227.26;0.997401
227.28;0.997479
227.3;0.997477
227.32;0.997373
227.34;0.997323
227.36;0.997326
227.38;0.997275
227.4;0.997226
227.42;0.997177
227.44;0.997091
227.46;0.997045
227.48;0.997073
227.5;0.997165
227.52;0.997225
227.54;0.997198
227.56;0.997213
227.58;0.997306
227.6;0.997370
227.62;0.997399
227.64;0.997407
227.66;0.997374
227.68;0.997337
227.7;0.997340
227.72;0.997367
227.74;0.997353
227.76;0.997296
227.78;0.997287
227.8;0.997366
227.82;0.997424
227.84;0.997373
227.86;0.997327
227.88;0.997371
227.9;0.997440
227.92;0.997479
227.94;0.997472
227.96;0.997423
227.98;0.997370
228;0.997326
228.02;0.997290
228.04;0.997308
228.06;0.997348
228.08;0.997338
228.1;0.997323
228.12;0.997367
228.14;0.997435
228.16;0.997424
228.18;0.997350
228.2;0.997369
228.22;0.997460
228.24;0.997434
228.26;0.997292
228.28;0.997234
228.3;0.997263
228.32;0.997295
228.34;0.997318
228.36;0.997310
228.38;0.997342
228.4;0.997389
228.42;0.997403
228.44;0.997441
228.46;0.997455
228.48;0.997376
228.5;0.997275
228.52;0.997226
228.54;0.997195
228.56;0.997176
228.58;0.997210
228.6;0.997280
228.62;0.997315
228.64;0.997328
228.66;0.997351
228.68;0.997335
228.7;0.997310
228.72;0.997332
228.74;0.997346
228.76;0.997301
228.78;0.997235
228.8;0.997191
228.82;0.997156
228.84;0.997181
228.86;0.997267
228.88;0.997283
228.9;0.997241
228.92;0.997254
228.94;0.997292
228.96;0.997277
228.98;0.997240
229;0.997267
229.02;0.997376
229.04;0.997478
229.06;0.997458
229.08;0.997343
229.1;0.997269
229.12;0.997214
229.14;0.997143
229.16;0.997139
229.18;0.997179
229.2;0.997194
229.22;0.997184
229.24;0.997211
229.26;0.997317
229.28;0.997439
229.3;0.997501
229.32;0.997515
229.34;0.997507
229.36;0.997452
229.38;0.997360
229.4;0.997281
229.42;0.997247
229.44;0.997239
229.46;0.997223
229.48;0.997202
229.5;0.997190
229.52;0.997196
229.54;0.997254
229.56;0.997326
229.58;0.997296
229.6;0.997195
229.62;0.997093
229.64;0.997026
229.66;0.997097
229.68;0.997241
229.7;0.997291
229.72;0.997269
229.74;0.997272
229.76;0.997286
229.78;0.997270
229.8;0.997275
229.82;0.997276
229.84;0.997243
229.86;0.997255
229.88;0.997303
229.9;0.997309
229.92;0.997256
229.94;0.997237
229.96;0.997302
229.98;0.997336
230;0.997284
230.02;0.997248
230.04;0.997297
230.06;0.997326
230.08;0.997266
230.1;0.997241
230.12;0.997306
230.14;0.997354
230.16;0.997363
230.18;0.997379
230.2;0.997375
230.22;0.997363
230.24;0.997334
230.26;0.997274
230.28;0.997267
230.3;0.997288
230.32;0.997294
230.34;0.997321
230.36;0.997352
230.38;0.997365
230.4;0.997350
230.42;0.997335
230.44;0.997355
230.46;0.997399
230.48;0.997423
230.5;0.997370
230.52;0.997298
230.54;0.997293
230.56;0.997338
230.58;0.997365
230.6;0.997293
230.62;0.997192
230.64;0.997198
230.66;0.997266
230.68;0.997313
230.7;0.997346
230.72;0.997324
230.74;0.997306
230.76;0.997394
230.78;0.997475
230.8;0.997508
230.82;0.997579
230.84;0.997662
230.86;0.997654
230.88;0.997535
230.9;0.997396
230.92;0.997334
230.94;0.997337
230.96;0.997313
230.98;0.997278
231;0.997235
231.02;0.997184
231.04;0.997192
231.06;0.997244
231.08;0.997291
231.1;0.997326
231.12;0.997365
231.14;0.997370
231.16;0.997360
231.18;0.997388
231.2;0.997383
231.22;0.997361
231.24;0.997357
231.26;0.997344
231.28;0.997322
231.3;0.997260
231.32;0.997209
231.34;0.997215
231.36;0.997210
231.38;0.997174
231.4;0.997159
231.42;0.997181
231.44;0.997187
231.46;0.997193
231.48;0.997213
231.5;0.997213
231.52;0.997158
231.54;0.997075
231.56;0.997091
231.58;0.997174
231.6;0.997188
231.62;0.997185
231.64;0.997229
231.66;0.997248
231.68;0.997218
231.7;0.997171
231.72;0.997075
231.74;0.997020
231.76;0.997071
231.78;0.997117
231.8;0.997131
231.82;0.997102
231.84;0.997089
231.86;0.997189
231.88;0.997280
231.9;0.997292
231.92;0.997307
231.94;0.997310
231.96;0.997284
231.98;0.997280
232;0.997217
232.02;0.997089
232.04;0.997054
232.06;0.997141
232.08;0.997221
232.1;0.997230
232.12;0.997254
232.14;0.997303
232.16;0.997291
232.18;0.997272
232.2;0.997344
232.22;0.997427
232.24;0.997360
232.26;0.997224
232.28;0.997235
232.3;0.997327
232.32;0.997342
232.34;0.997308
232.36;0.997298
232.38;0.997316
232.4;0.997356
232.42;0.997435
232.44;0.997484
232.46;0.997367
232.48;0.997142
232.5;0.997050
232.52;0.997132
232.54;0.997186
232.56;0.997145
232.58;0.997124
232.6;0.997160
232.62;0.997235
232.64;0.997299
232.66;0.997335
232.68;0.997345
232.7;0.997285
232.72;0.997236
232.74;0.997238
232.76;0.997248
232.78;0.997238
232.8;0.997175
232.82;0.997090
232.84;0.997051
232.86;0.997111
232.88;0.997208
232.9;0.997255
232.92;0.997285
232.94;0.997279
232.96;0.997251
232.98;0.997237
233;0.997181
233.02;0.997120
233.04;0.997117
233.06;0.997118
233.08;0.997129
233.1;0.997148
233.12;0.997061
233.14;0.996978
233.16;0.997099
233.18;0.997310
233.2;0.997387
233.22;0.997332
233.24;0.997324
233.26;0.997371
233.28;0.997342
233.3;0.997257
233.32;0.997217
233.34;0.997212
233.36;0.997168
233.38;0.997106
233.4;0.997089
233.42;0.997112
233.44;0.997103
233.46;0.997054
233.48;0.997085
233.5;0.997222
233.52;0.997336
233.54;0.997375
233.56;0.997375
233.58;0.997361
233.6;0.997315
233.62;0.997199
233.64;0.997074
233.66;0.997097
233.68;0.997186
233.7;0.997132
233.72;0.997026
233.74;0.997035
233.76;0.997112
233.78;0.997133
233.8;0.997117
233.82;0.997085
233.84;0.997045
233.86;0.997118
233.88;0.997232
233.9;0.997281
233.92;0.997299
233.94;0.997257
233.96;0.997191
233.98;0.997147
234;0.997119
234.02;0.997159
234.04;0.997218
234.06;0.997222
234.08;0.997179
234.1;0.997120
234.12;0.997114
234.14;0.997196
234.16;0.997269
234.18;0.997250
234.2;0.997203
234.22;0.997199
234.24;0.997211
234.26;0.997168
234.28;0.997100
234.3;0.997062
234.32;0.997043
234.34;0.997051
234.36;0.997084
234.38;0.997156
234.4;0.997221
234.42;0.997194
234.44;0.997213
234.46;0.997356
234.48;0.997421
234.5;0.997322
234.52;0.997201
234.54;0.997167
234.56;0.997149
234.58;0.997074
234.6;0.997021
234.62;0.997062
234.64;0.997091
234.66;0.997066
234.68;0.997071
234.7;0.997111
234.72;0.997154
234.74;0.997208
234.76;0.997236
234.78;0.997175
234.8;0.997138
234.82;0.997232
234.84;0.997345
234.86;0.997360
234.88;0.997299
234.9;0.997237
234.92;0.997211
234.94;0.997188
234.96;0.997202
234.98;0.997285
235;0.997299
235.02;0.997207
235.04;0.997157
235.06;0.997174
235.08;0.997178
235.1;0.997176
235.12;0.997176
235.14;0.997198
235.16;0.997247
235.18;0.997257
235.2;0.997193
235.22;0.997087
235.24;0.997016
235.26;0.997042
235.28;0.997124
235.3;0.997151
235.32;0.997124
235.34;0.997102
235.36;0.997051
235.38;0.996983
235.4;0.997010
235.42;0.997147
235.44;0.997219
235.46;0.997168
235.48;0.997140
235.5;0.997171
235.52;0.997204
235.54;0.997199
235.56;0.997147
235.58;0.997113
235.6;0.997097
235.62;0.997054
235.64;0.997025
235.66;0.997061
235.68;0.997157
235.7;0.997245
235.72;0.997241
235.74;0.997207
235.76;0.997232
235.78;0.997249
235.8;0.997248
235.82;0.997261
235.84;0.997206
235.86;0.997135
235.88;0.997162
235.9;0.997220
235.92;0.997269
235.94;0.997339
235.96;0.997386
235.98;0.997341
236;0.997223
236.02;0.997145
236.04;0.997139
236.06;0.997163
236.08;0.997172
236.1;0.997151
236.12;0.997160
236.14;0.997213
236.16;0.997203
236.18;0.997138
236.2;0.997121
236.22;0.997121
236.24;0.997093
236.26;0.997102
236.28;0.997190
236.3;0.997246
236.32;0.997196
236.34;0.997098
236.36;0.996996
236.38;0.996975
236.4;0.997086
236.42;0.997174
236.44;0.997172
236.46;0.997192
236.48;0.997243
236.5;0.997254
236.52;0.997225
236.54;0.997229
236.56;0.997287
236.58;0.997316
236.6;0.997275
236.62;0.997200
236.64;0.997131
236.66;0.997103
236.68;0.997081
236.7;0.997060
236.72;0.997111
236.74;0.997171
236.76;0.997179
236.78;0.997226
236.8;0.997282
236.82;0.997265
236.84;0.997195
236.86;0.997081
236.88;0.997032
236.9;0.997101
236.92;0.997136
236.94;0.997091
236.96;0.997017
236.98;0.996983
237;0.997069
237.02;0.997214
237.04;0.997293
237.06;0.997295
237.08;0.997276
237.1;0.997243
237.12;0.997168
237.14;0.997129
237.16;0.997170
237.18;0.997187
237.2;0.997168
237.22;0.997192
237.24;0.997214
237.26;0.997191
237.28;0.997156
237.3;0.997129
237.32;0.997123
237.34;0.997111
237.36;0.997111
237.38;0.997114
237.4;0.997062
237.42;0.997032
237.44;0.997041
237.46;0.996999
237.48;0.996924
237.5;0.996938
237.52;0.997029
237.54;0.997086
237.56;0.997098
237.58;0.997118
237.6;0.997139
237.62;0.997101
237.64;0.997061
237.66;0.997094
237.68;0.997130
237.7;0.997120
237.72;0.997091
237.74;0.997091
237.76;0.997108
237.78;0.997115
237.8;0.997160
237.82;0.997203
237.84;0.997180
237.86;0.997182
237.88;0.997253
237.9;0.997280
237.92;0.997240
237.94;0.997235
237.96;0.997256
237.98;0.997224
238;0.997162
238.02;0.997150
238.04;0.997188
238.06;0.997234
238.08;0.997260
238.1;0.997267
238.12;0.997306
238.14;0.997366
238.16;0.997388
238.18;0.997392
238.2;0.997421
238.22;0.997427
238.24;0.997348
238.26;0.997225
238.28;0.997128
238.3;0.997096
238.32;0.997105
238.34;0.997078
238.36;0.997061
238.38;0.997157
238.4;0.997275
238.42;0.997287
238.44;0.997244
238.46;0.997227
238.48;0.997189
238.5;0.997107
238.52;0.997080
